,game_id,status,rating,rating_count,tags,ave_session_time,platforms
15,3117580,Released,5.0,83.0,"a-date-with-death, Amare, chatsim, chat-simulator, Otome, Queer",,"Windows, macOS, Linux"
16,469917,In development,4.9,3517.0,"Amare, Cyberpunk, Dating Sim, Meaningful Choices, Romance, Sci-fi, Story Rich",A few hours,"Windows, macOS, Linux"
17,2343933,Released,4.8,1903.0,"2D, Horror, Multiple Endings, RPG Maker, Story Rich, Tycoon",,"Windows, macOS"
18,1103651,Released,4.9,4605.0,"Comedy, Mystery, Otome, Ren'Py, Romance, Voice Acting",,"Windows, macOS"
19,2273093,Released,4.4,465.0,"Atmospheric, Creepy, First-Person, Horror, Low-poly, Psychological Horror, Short, Singleplayer",,"Windows, macOS, Linux"
20,1785163,Released,4.8,1200.0,"Amare, Boys' Love, Dating Sim, Horror, Mystery, Otome, Psychological Horror, Romance, Story Rich, yandere",About an hour,"Windows, macOS, Linux"
21,564238,Released,4.4,714.0,"3D, Comedy, First-Person, Horror, Pixel Art, Retro, Singleplayer, Survival Horror, Unity",,Windows
22,2061766,In development,4.8,11.0,"Arcade, PICO-8, tweetcart, tweettweetjam",About a half-hour,"HTML5, Windows, macOS, Linux"
23,1442352,In development,4.7,18.0,"3D, Arena Shooter, Fast-Paced, FPS, Low-poly, Movement Shooter, stylized",A few minutes,Windows
24,2472758,In development,5.0,505.0,"Atmospheric, Cute, Furry, Gay, LGBT, Romance, Singleplayer, Story Rich",,"Windows, macOS, Linux, Android"
25,1825289,In development,4.9,480.0,"Detective, Episodic, Fangame, Mystery, Point & Click, Singleplayer, Story Rich, Text based, Thriller, Voice Acting",A few hours,
26,2950451,Released,4.7,372.0,"bloody-painter, bp, creepypasta, Horror, Indie, Otome, Romance",A few seconds,"Windows, macOS, Android"
27,2115103,Released,4.9,946.0,"Dating Sim, Superhero, yandere",,"Windows, macOS, Linux"
28,3208750,Released,4.7,10.0,"Atmospheric, dark-themes, existential, Experimental, human-condition, immersive-experience, psychological, retro-graphics, Surreal, Walking simulator",,Windows
29,3268700,Released,5.0,2.0,"3D, Chess, Funny, go",,Windows
30,2551689,Released,4.1,35.0,"3D, Anime, Cute, Dating Sim, Escape Game, Experimental, First-Person, Horror, Multiple Endings",About a half-hour,"Windows, macOS"
31,465774,In development,4.9,1578.0,"2D, Gore, Horror, Point & Click, Ren'Py, Sci-fi",A few hours,"Windows, macOS, Linux"
32,2313653,In development,4.7,30.0,"Fangame, Multiplayer, Pixel Art",A few seconds,"Windows, Android"
33,2390774,Released,4.7,1231.0,"2D, Clicker, Cute, Multiple Endings, Pixel Art, RPG Maker, RPG Maker MV, Short, Singleplayer",A few minutes,"HTML5, Windows"
34,1785709,Released,4.8,56.0,"Atmospheric, First-Person, found-footage, Horror, Immersive, PSX (PlayStation), Psychological Horror, Short, Singleplayer, Walking simulator",A few minutes,Windows
35,500035,Prototype,4.7,1517.0,"Arcade, Casual, High Score, infinite-runner, Relaxing, Score Attack, Skating, Synthwave",About a half-hour,"HTML5, Windows"
36,1050580,Released,4.6,773.0,"3D, Archery, Fantasy, First-Person, Medieval, Multiplayer, Team-Based, Versus",About a half-hour,HTML5
37,1858351,Released,4.4,488.0,"Christmas, Horror, Otome, yandere",,"Windows, macOS, Linux"
38,29736,Released,4.7,433.0,"Animals, ecology, hunting, Mountains, nature, pups, wildlife, wolf, yellowstone",A few hours,"Windows, macOS"
39,1212963,Released,4.7,661.0,"Anime, Atmospheric, Horror, Mystery, Short",About a half-hour,"Windows, macOS, Linux, Android"
40,1497150,Released,4.8,1725.0,"2D, clown, Creepy, Hand-drawn, Horror, html5, Mouse only, Psychological Horror, Short",A few minutes,HTML5
41,2270561,In development,4.4,59.0,"Deck Building, Multiplayer, online, PvP, raising, resource-management, Roguelite, Virtual Pet",About a half-hour,"Windows, Android"
42,974566,Released,4.8,1794.0,"2D, Horror, RPG Maker",About an hour,"HTML5, Windows"
43,2799756,In development,4.9,323.0,"Dark, Dating Sim, Mystery, Ren'Py, Singleplayer, yandere",A few seconds,"Windows, macOS, Linux"
44,2437465,Released,4.8,192.0,"Boys' Love, Cute, Dating Sim, mythology, Otome, Relaxing, Romance, Short, Slice Of Life",,"Windows, macOS, Linux"
45,1165696,In development,4.8,681.0,"Cute, Hand-drawn, Low-poly, Unity",,Windows
46,803435,In development,4.9,1521.0,"Action-Adventure, Fantasy, LGBT, Magic, Meaningful Choices, Medieval, Romance, Story Rich, Text based, Twine",A few hours,HTML5
47,2349135,Released,5.0,75.0,"16-bit, 2D, Dogs, Game Boy Advance, Homebrew, Indie, Metroidvania, Puzzle-Platformer",A few hours,
48,2349135,Released,5.0,75.0,"16-bit, 2D, Dogs, Game Boy Advance, Homebrew, Indie, Metroidvania, Puzzle-Platformer",A few hours,
49,1877056,In development,4.8,881.0,"Creepy, Dating Sim, Episodic, erotic-horror, Horror, Otome, yandere",,"Windows, macOS"
51,3262422,Released,4.9,35.0,"2D, Short, storygame, Story Rich, zine",,HTML5
52,1958369,In development,4.8,524.0,"Dark, Dating Sim, Episodic, Horror, Otome, Psychological Horror, Romance, Story Rich, Thriller, yandere",About an hour,"Windows, macOS, Linux"
53,880570,Prototype,4.8,1513.0,"Cute, Pixel Art, Relaxing, Typing, Walking simulator",A few minutes,HTML5
54,395249,Released,4.3,1533.0,"Creepy, Cute, Horror, Low-poly, memoir, Minimalist, Pixel Art, Short, Singleplayer, Walking simulator",A few seconds,"HTML5, Windows, macOS"
55,511571,Released,4.5,784.0,"3D, FPS, Horror, meta, Narrative, Retro, Walking simulator",A few seconds,Windows
56,1037088,In development,4.7,277.0,"3D, Casual, Cooking, family, Female Protagonist, Food, Singleplayer, Story Rich",About a half-hour,"Windows, macOS, Linux"
57,1037088,In development,4.7,277.0,"3D, Casual, Cooking, family, Female Protagonist, Food, Singleplayer, Story Rich",About a half-hour,"Windows, macOS, Linux"
58,1658002,Released,4.7,199.0,"3D, Atmospheric, Creepy, Horror, Psychological Horror, Short, Thriller",About a half-hour,Windows
59,2194898,In development,4.8,208.0,"Fangame, Horror, PSX (PlayStation), Retro, Singleplayer, twin-peaks, Unity",,Windows
60,2412060,Released,4.2,13.0,Virtual Reality (VR),,
61,2566651,Released,4.9,301.0,"Amare, Dating Sim, Dungeons & Dragons, Fantasy, LGBT, LGBTQIA, Otome, Queer, Romance",,"Windows, macOS, Linux"
62,1421039,In development,4.8,140.0,"Amare, Atmospheric, Crime, Dystopian, Female Protagonist, Mystery, Romance, Story Rich",,"Windows, macOS, Linux, Android"
63,329131,Released,4.6,697.0,"Clicker, Idle, Incremental",A few minutes,"HTML5, Windows"
64,406400,In development,4.9,158.0,"2D, creepycute, demo, Fantasy, killmonday-games, Singleplayer, Unity",,"Windows, macOS, Linux"
65,1344124,In development,4.9,1069.0,"Character Customization, Dating Sim, LGBTQIA, Romance, Story Rich, Twine",A few hours,HTML5
66,2313708,In development,4.9,254.0,"Amare, Dark Fantasy, Dating Sim, Horror, LGBT, Mystery, Narrative, Otome, Romance",A few hours,"Windows, macOS, Linux, Android"
67,2094063,Released,4.9,338.0,"3D, Atmospheric, First-Person, Horror, Short, Unreal Engine",About an hour,Windows
68,2037025,In development,4.5,26.0,"Economy, grand-strategy, map, politics, Turn-based Strategy, War",About an hour,"HTML5, Windows, macOS, Linux, Android"
69,2330583,Released,4.8,331.0,"Atmospheric, Dark, Gothic, Horror, Male protagonist, Multiple Endings, Psychological Horror, Romance, Story Rich",,"HTML5, Windows, macOS, Linux"
70,2293607,Released,4.8,157.0,"3D, Atmospheric, Creepy, Horror, Immersive, Narrative, Psychological Horror, Retro, suspense, Thriller",,Windows
71,3149451,Released,4.6,8.0,"First-Person, Multiple Endings, Narrative, Singleplayer",,Windows
72,31162,Released,4.8,339.0,"2D, Exploration, JRPG, Pixel Art, RPG Maker, Turn-Based Combat, weird",About a half-hour,Windows
73,558218,Released,4.8,1741.0,"Creative, desktop, goose, Virtual Pet",,"Windows, macOS"
74,1124624,In development,4.8,394.0,"Amare, Anime, Fantasy, LGBT, Narrative, Otome, Romance, Story Rich",About an hour,"Windows, macOS, Linux"
75,3271330,Released,4.8,6.0,"Atmospheric, Dark, First-Person, Horror, PSX (PlayStation), Psychological Horror, Retro, Short, Singleplayer, Survival Horror",,Windows
76,775853,Released,4.6,1471.0,"3D, Atmospheric, Creepy, Horror, Monsters, Mouse only, Short, Singleplayer",,HTML5
77,1339579,Released,4.6,86.0,"Creepy, First-Person, Horror, Singleplayer",About an hour,Windows
78,1855901,Prototype,4.9,217.0,Ghosts,,"Windows, macOS, Linux"
79,3004021,Released,5.0,21.0,"oracles, Print & Play, solo, Solo RPG, Tabletop role-playing game, zine",,
80,583454,Released,4.9,1118.0,"2D, Cute, meta, Pixel Art, Singleplayer, Story Rich",A few hours,"Windows, Linux"
81,1830543,In development,4.9,235.0,"2D, Creepy, Cute, Dating Sim, demo, Horror, Mystery, Romance, Singleplayer",About an hour,
82,2705054,In development,4.8,174.0,"Amare, Dating Sim, Indie, Otome, Ren'Py, Romance, Slice Of Life, Story Rich",,"Windows, macOS, Linux"
83,1852282,In development,4.7,102.0,"digital-logic, electronics, simulator",,"Windows, macOS, Linux"
84,719124,In development,4.9,373.0,"2D, Anime, Fantasy, Female Protagonist, Lesbian, LGBT, Pixel Art, RPG Maker, Yuri",About a half-hour,Windows
85,2351815,In development,4.8,103.0,"2D, bfdi, Level Editor",A few minutes,Windows
86,666558,In development,4.6,164.0,"Anime, Dating Sim, Horror, Meaningful Choices, Multiple Endings, Mystery, Narrative, Romance, Story Rich, suspense",A few hours,"Windows, macOS, Linux, Android"
87,1718225,Released,4.9,1381.0,"First-Person, Horror, Indie, Monsters, Psychological Horror, scary, Short, Spooky, Unity",About an hour,
88,631448,In development,4.8,176.0,"Dreams, Moddable, PSX (PlayStation), Singleplayer, Walking simulator",A few minutes,"Windows, macOS, Linux"
89,1843196,Released,4.7,207.0,"Cute, Female Protagonist, josei, Lo-fi, Otome, Pixel Art, relationship, Ren'Py, Romance",About a half-hour,"Windows, macOS, Linux"
90,523323,In development,4.8,308.0,"2D, 4X, civ, civilization, Moddable",A few seconds,"Windows, Linux"
91,528213,Released,4.5,394.0,"Fangame, Fantasy, Loot, Pixel Art, Retro, Roguelike, Roguelite, Shoot 'Em Up",A few minutes,"HTML5, Windows"
92,2469044,In development,4.9,431.0,"Amare, amare-game, Fantasy, LGBT, Romance, Story Rich, Text based, Twine",,HTML5
93,712594,In development,4.4,272.0,"Anime, Dating Sim, Horror, Mystery, Romance, Singleplayer, Story Rich",About a half-hour,"Windows, macOS, Linux"
94,1341940,Released,4.6,198.0,"3D, doghouse, Horror, PSX (PlayStation)",A few minutes,"Windows, macOS, Linux"
95,16106,Released,4.8,832.0,"death, Exploration, life, night-in-the-woods, Point & Click, snowman, talking-animals, winter",,"Windows, macOS, Linux"
96,1515077,On hold,4.7,173.0,"Beat 'em up, changed, Fangame, Parody, Pixel Art",,"Windows, macOS, Linux"
97,663902,Released,4.7,719.0,"angel, Comedy, Dating Sim, demon, drama, Horror, LGBT, LGBTQIA, Romance",,"Windows, macOS, Linux"
98,1727837,Released,4.8,667.0,"Escape Game, Point & Click, Singleplayer",,HTML5
99,373608,Released,4.8,475.0,"Animals, Cute, Dark, Dating Sim, Dogs, Gore, Horror, LGBT",,"Windows, macOS, Linux"
100,766072,Prototype,4.8,1039.0,"2D, Cute, Funny, Mouse only, Point & Click, Short, Singleplayer, Unity",,HTML5
101,2738903,Released,4.9,741.0,"2D, Cute, Fantasy, Frogs, Pixel Art, Puzzle-Platformer, Short, Singleplayer, Skating, Speedrun",,"HTML5, Windows"
102,274604,Released,4.5,120.0,"FPS, Multiplayer, Real time strategy, Sandbox, Third-Person Shooter, Tower Defense, War, Zombies",A few hours,"Windows, macOS, Linux"
103,1527103,Released,4.7,325.0,"Atmospheric, Creepy, Horror, Monsters, Short, Singleplayer, Surreal, TyranoBuilder, Violent",A few minutes,Windows
104,593692,In development,4.8,260.0,"Amare, Female Protagonist, Male protagonist, Mystery, Otome, Romance, Story Rich, supernatural, urban-fantasy",A few hours,"Windows, macOS, Linux"
105,964542,Released,4.7,1409.0,"2D, Dark, Fangame, Horror, Manga, Pixel Art, Retro",,"HTML5, Windows"
106,1989600,In development,4.5,42.0,"2D, Anime, Creepy, Horror, Psychological Horror, ray_kbys, Ren'Py, Singleplayer, teaching-feeling",,"Windows, macOS, Linux, Android"
107,406257,On hold,4.4,164.0,"Alternate History, Procedural Generation",A few minutes,"Windows, macOS"
108,1544412,Released,4.9,35.0,"Female Protagonist, Indie, Metroidvania, NES (Nintendo Entertainment System), NES ROM, Pixel Art",,
109,2634753,In development,4.6,126.0,"Amare, Dating Sim, Episodic, Female Protagonist, josei, Otome, Romance, Story Rich",A few hours,"Windows, macOS, Linux, Android"
110,2903789,In development,4.7,202.0,"2D, Casual, Cozy, Short",,"HTML5, Windows"
111,25491,Released,4.6,282.0,"drone, fpv, miniquad, multirotor, quadcopter, quadrocopter, rc, simulator",A few minutes,"Windows, macOS, Linux"
112,664210,On hold,4.8,1520.0,"Dating Sim, Female Protagonist, LGBT, Male protagonist, Otome, Post-apocalyptic, Romance, Story Rich, Text based",A few seconds,"HTML5, Windows, macOS, Linux"
113,3171782,Released,4.8,135.0,"2D, Arcade, Fangame, Parody, Pixel Art, Sci-fi, Shoot 'Em Up, Singleplayer, video",,"HTML5, Windows, macOS"
114,698587,Released,4.7,1335.0,"Funny, Horror, Narrative, tea, Walking simulator, weird",A few minutes,"HTML5, Windows"
115,1400584,Released,4.8,1064.0,"2D, Dating Sim, Fantasy, Magic, Pixel Art",About a half-hour,"Windows, macOS, Linux"
116,1169767,In development,4.6,139.0,"Fast-Paced, First-Person, FPS, Low-poly, Roguelike, Roguelite, Singleplayer, Unity",A few minutes,Windows
117,302222,Released,4.8,2110.0,"Dark Fantasy, Horror, LGBT, LGBTQIA, Mystery, Romance, supernatural, unspeakable, Vampire",A few hours,"Windows, macOS, Linux"
118,3250730,Released,4.9,16.0,"Atmospheric, Female Protagonist, Forest, Game Boy, Horror, RPG Maker, Short",About a half-hour,"HTML5, Windows"
119,3058577,Released,4.7,21.0,"Cartoon, Comedy, Horror, Pixel Art, Retro",,"HTML5, Windows"
120,329624,Released,4.7,1062.0,"2D, Anime, Casual, Comedy, Dark, LGBT, Romance, Short",,HTML5
121,1674629,Released,4.8,155.0,"Boys' Love, Horror, LGBT, LGBTQIA, Narrative, tragedy",About an hour,Windows
123,556259,Released,4.6,202.0,"3D, 90s, Female Protagonist, Horror, Low-poly, PSX (PlayStation), Retro, Third Person, Unity",,"Windows, macOS, Linux"
124,31318,Released,4.7,864.0,"2D, gdq, hardcore, PICO-8, Speedrun",,HTML5
125,2570671,In development,4.9,64.0,,A few hours,
126,148146,Released,4.6,456.0,"8-Bit, chiptune, four-quarters, Ludum Dare",,"HTML5, Windows, Android"
127,3136828,Released,4.3,92.0,"Atmospheric, Pixel Art, Short, Singleplayer",,"HTML5, Windows"
128,92002,Released,4.7,972.0,"Anime, Cute, Fantasy, Halloween, LGBT, Multiple Endings, Ren'Py, Romance, Spooky",About a half-hour,"HTML5, Windows, macOS, Linux"
129,598634,Released,4.9,192.0,"3D, lego, mining, raiders, Remake, rock, rock-raiders, rock_raiders, Singleplayer, Unreal Engine",,Windows
130,211171,In development,4.6,455.0,"Cyberpunk, Metroidvania, Pixel Art, speedrun-friendly, Story Rich, Unity, vaporwave",About an hour,"HTML5, Windows, macOS"
131,86528,Released,4.6,210.0,"Comedy, Creepy, Dark Humor, First-Person, FPS, Horror, Singleplayer, Story Rich",About a half-hour,"Windows, macOS, Linux"
132,1449456,Released,4.8,414.0,"Amare, Dating Sim, Female Protagonist, Otome, Romance, Story Rich, Vampire",A few hours,"Windows, macOS, Linux"
133,1285091,Released,4.6,145.0,"2D, Fangame, Mystery, Psychological Horror, Text based, tragedy",A few hours,"Windows, macOS"
134,582861,Released,4.7,524.0,"2D, Atmospheric, Exploration, Horror, Pixel Art, Short",,"Windows, macOS, Linux"
135,309672,In development,4.5,331.0,"2D, io, Multiplayer, Top-Down",Days or more,"Windows, Android"
136,784989,Released,4.9,684.0,"Casual, Dice, Fantasy, Pixel Art, Roguelike, Roguelite, Singleplayer",About a half-hour,"Windows, macOS, Android"
137,1476383,In development,4.8,930.0,"Deck Building, Pixel Art, Roguelike, Turn-based, Turn-Based Combat",About a half-hour,"HTML5, Windows, macOS, Linux"
138,2427989,Released,4.4,227.0,"2D, Cute, Hand-drawn, Multiple Endings, RPG Maker, RPG Maker MV, Short",A few minutes,"HTML5, Windows"
139,2144787,In development,4.9,188.0,"2D, Anime, Cute, Indie, JRPG, Pixel Art, Retro, RPG Maker",About an hour,Windows
140,1587667,Released,4.8,30.0,"bl, Boys' Love, Dating Sim, Gay, LGBT, Romance, Yaoi",A few seconds,"macOS, Android"
141,2405619,In development,4.4,175.0,"2D, Cute, Idle, Incremental, Relaxing, Roguelike, Singleplayer, Tower Defense",About a half-hour,"HTML5, Windows, Android"
142,1102175,Released,4.5,100.0,"2D, Anime, Dark, Female Protagonist, Horror, Magic, Pixel Art, RPG Maker",,"Windows, macOS, Linux, Android"
143,977254,In development,5.0,10.0,"Escape Game, Horror, Virtual Reality (VR)",,"Windows, Android"
144,742341,Prototype,4.8,536.0,"Amare, Fantasy, Meaningful Choices, Medieval, Ren'Py, Romance, Singleplayer, Story Rich",A few hours,"Windows, macOS, Linux"
145,824142,Released,4.8,610.0,"artificial-intelligence, Multiple Endings, Mystery, Sci-fi, Story Rich, Text based, Twine",About a half-hour,"HTML5, Windows, macOS, Linux"
146,1266375,Released,4.8,277.0,"2D, Anime, Cute, Female Protagonist, Lesbian, LGBT, protagonist-is-still-a-useless-gay, Ren'Py, Romance, Yuri",About an hour,"Windows, macOS, Linux"
147,748271,Released,4.5,190.0,"Amare, Halloween, Lesbian, LGBT, Queer, Romance, Vampire, wlw, Yuri",A few hours,"Windows, macOS, Linux, Android"
148,1558803,Released,4.6,486.0,"3D, Atmospheric, Creepy, First-Person, Horror, Retro, Short, Singleplayer",,Windows
149,727585,Released,4.8,102.0,"Animals, Comedy, Funny, Horrible, Local Co-Op, Non violent, Sandbox, Stealth, Third Person",About a half-hour,"Windows, macOS"
150,2363869,Released,5.0,201.0,"Dating Sim, Fangame, Female Protagonist, Horror, Indie, Lesbian, LGBTQIA, Ren'Py, Romance",,"Windows, macOS, Linux, Android"
151,2115183,Released,4.9,410.0,"2D, Casual, Cute, Fangame, Romance, Short",,
152,2168917,Released,4.6,22.0,"blood, euphoria, euphoria-physics, euphoria-ragdoll, Funny, Gore, ragdoll, ragdoll-physics, Singleplayer",,Windows
153,2667076,Released,4.4,80.0,"Atmospheric, Casual, Creepy, Exploration, First-Person, Horror, Low-poly, PSX (PlayStation), Retro, Short",,Windows
154,172151,Released,4.7,151.0,"Dating Sim, Fantasy, Romance, Slice Of Life",,"Windows, macOS, Linux"
155,278051,Released,4.6,67.0,"iwbtg, masocore, needle-game",,Windows
156,278051,Released,4.6,67.0,"iwbtg, masocore, needle-game",,Windows
157,1865292,Released,4.6,354.0,"3D, Atmospheric, Creepy, Dark, Horror, PSX (PlayStation), Psychological Horror, Retro, Short, Singleplayer",About a half-hour,Windows
158,2142166,Released,4.6,254.0,,A few minutes,"Windows, macOS"
159,399109,Released,4.7,149.0,"Horror, weird",,"Windows, macOS, Linux"
160,40415,Released,4.4,336.0,"3D, Atmospheric, contemplative, Experimental, Space",,"Windows, macOS, Linux"
161,3061660,In development,4.8,78.0,"Horror, RPG Maker, RPG Maker MZ, Survival Horror, Turn-Based Combat, Turn-based Strategy",About a half-hour,Windows
162,1820653,Released,4.6,20.0,"Casual, Creative, Music, musicbox, Playdate, Relaxing, Soundtoy, tools",A few minutes,
163,2827081,Released,4.7,227.0,"Comedy, Dating Sim, free, Otome, Romance",,"Windows, macOS, Linux"
164,2833012,Released,4.4,149.0,Horror,,"Windows, macOS"
165,2833012,Released,4.4,149.0,Horror,,"Windows, macOS"
166,2675884,Released,4.8,142.0,"Anime, Creepy, Cute, Horror, Monsters, Romance, Short, yandere",,"HTML5, Windows, macOS"
167,1689029,In development,4.5,37.0,"3D, Cartoon, Cats, Comedy, Difficult, Fast-Paced, Funny, Multiplayer, Unity",About an hour,Windows
168,2224136,Released,4.9,308.0,"Amare, Atmospheric, Creepy, Horror, Narrative, Otome, Romance, Story Rich, velox-fabula-2023",About a half-hour,"Windows, macOS"
169,1684116,Released,4.9,808.0,"2D, Anime, Female Protagonist, LGBT, Narrative, Romance, Short, Slice Of Life, Story Rich",A few hours,"Windows, macOS, Linux"
170,3109288,Released,5.0,6.0,,,
171,934803,Released,4.5,111.0,"MMORPG, Multiplayer, omori, Pixel Art",About an hour,"HTML5, Windows, Android"
172,1172488,In development,4.9,1076.0,"arthurian, Dragons, drama, Fantasy, Magic, Queer, Romance",,HTML5
173,567671,Released,4.8,577.0,"Amare, Cyberpunk, Dating Sim, Meaningful Choices, Romance, Sci-fi, Story Rich",,"Windows, macOS"
174,334765,Released,4.8,40.0,"3D, biathlon, Non violent, pc",,Windows
175,3084510,Released,4.8,25.0,"Atmospheric, Gore, Horror, Low-poly, PSX (PlayStation), Retro, Slasher, Spooky, Survival Horror, vhs",About an hour,Windows
176,127806,Released,4.8,335.0,"Dating Sim, Horror, Multiple Endings, Romance",,"Windows, macOS"
177,1547052,Released,4.5,71.0,"3D, Comedy, Comics, First-Person, Horror, Retro, Short, Singleplayer, Unity",,Windows
178,1353167,Released,4.7,576.0,"2D, Casual, Cute, Dogs, Pixel Art, Relaxing, Short, Virtual Pet",A few minutes,"HTML5, Windows, macOS, Linux"
179,1303261,In development,4.8,147.0,"Cute, eufree, Horror, JRPG, kawaii, pink, rpghorror, RPG Maker, rpgmakerhorror",A few minutes,Windows
180,2567612,Released,4.8,51.0,"2D, Seven Day Roguelike Challenge, Dungeon Crawler, Fantasy, Godot, Multiplayer, Pixel Art, Retro, Roguelike",About a half-hour,"HTML5, Windows, macOS, Linux"
181,2713059,Released,4.9,274.0,"Bara, Furry, Gay, LGBT, Romance, Slice Of Life",,"Windows, macOS, Linux, Android"
182,2114841,In development,4.9,132.0,"Bara, Boys' Love, Dating Sim, Furry, Gay, LGBT, LGBTQIA, Romance",A few hours,"Windows, macOS, Linux, Android"
183,1036989,released,4.9,248.0,"aromantic, asexual, cute, female protagonist, lesbian, lgbt, multiple endings, ren'py, transgender",about an hour,"windows, macos, linux"
184,1745167,Released,4.7,173.0,"2D, Gore, Physics, Sandbox, Singleplayer, Unity, Violent",A few minutes,Windows
185,415287,Released,4.5,643.0,"2D, cosy, Cute, Gacha, Ludum Dare 44, Short",,"HTML5, Windows, macOS"
186,1073800,Released,4.8,65.0,"3D, Baldi's Basics, baldis-fun-new-school, First-Person, html5, Multiplayer, Singleplayer, Unity",About a half-hour,"HTML5, Windows, macOS, Linux, Android"
187,510625,Released,4.4,85.0,"Atmospheric, First-Person, Halloween, Horror, Pixel Art, Singleplayer, Survival Horror, Unity, Violent",,Windows
188,147405,Released,4.5,28.0,"Arcade, Game Boy, gamepad, libGDX, mobile, Multiplayer, NES (Nintendo Entertainment System), Retro, Singleplayer, Tetris",A few minutes,"HTML5, Android"
189,405024,Released,4.8,75.0,"Anime, Casual, Comedy, Dating Sim, Fangame, Multiple Endings, Ren'Py, Romance, Singleplayer, sonic",,"Windows, macOS"
190,653400,Released,4.6,447.0,"Atmospheric, PICO-8, Pixel Art, Retro, rndgame2020",,"HTML5, Windows, macOS, Linux"
191,339268,Released,4.7,371.0,"Indie, Ludum Dare, Ludum Dare 43, sacrifices",A few minutes,"Windows, macOS, Linux"
192,339268,Released,4.7,371.0,"Indie, Ludum Dare, Ludum Dare 43, sacrifices",A few minutes,"Windows, macOS, Linux"
193,2071667,Released,4.9,129.0,"Cute, Dating Sim, Dinosaurs, Hand-drawn, Multiple Endings, Romance, Singleplayer, Slice Of Life",A few hours,"Windows, macOS, Linux, Android"
194,299619,Released,4.3,116.0,"Horror, Photorealistic, psychedelic, Short, Walking simulator",,Windows
195,1325173,Released,4.5,94.0,"2D, Action RPG, Game Boy, gb-studio, gbstudio, Homebrew, Retro, Top Down Adventure, zelda",A few minutes,HTML5
196,876614,Released,4.7,77.0,"3D Platformer, Atmospheric, Difficult, Experimental, First-Person, Low-poly, Retro, Singleplayer",,"Windows, macOS, Linux"
197,162219,In development,4.6,240.0,"bl, Boys' Love, bxb, drama, Gay, murder, Romance, vn, Yaoi",,"Windows, macOS, Linux"
198,83145,Released,4.7,469.0,"Action-Adventure, Co-op, Local multiplayer, Multiplayer, Roguelike, Stealth, Top Down Adventure, Top down shooter, Twin Stick Shooter",About a half-hour,"Windows, macOS, Linux"
199,3000315,In development,4.9,77.0,"Atmospheric, autobattler, Fantasy, Indie, Mouse only, Roguelike, Sci-fi, Singleplayer",,"HTML5, Windows"
200,2872786,In development,4.8,20.0,"Creepy, Dating Sim, LGBT, Multiple Endings, Ren'Py, Romance, Story Rich, yandere, Yaoi",A few hours,"Windows, macOS, Linux, Android"
201,235552,Released,4.3,139.0,"16-bit, 2D, Fantasy, MMORPG, Multiplayer, Open World, Pixel Art",Days or more,"HTML5, Windows"
202,426461,Released,4.7,360.0,"2D, Animals, Chicken, Cute, Farming, Management, Pixel Art, Singleplayer, web",A few minutes,"HTML5, Windows, macOS"
203,2126825,Released,4.7,63.0,"2D, Arcade, Godot, Monsters, Multiplayer, Pixel Art, PvP, Simple",A few minutes,"HTML5, Windows, Linux"
